للبيادة نكهات عديدة - باسم يوسف :: بوابة الشروق :: نسخة الموبايل ::	OBJ
د أبو الفتوح في العاشرة مساء : منصب رئيس الجمهورية منصب خدمي و أسعى لخدمة المصريين جميعا بالترشح لهذا المنصب	OBJ
انشاء مراكز أهلية وخاصة لتأهيل وتدريب المعلمين مع رفع مستوى الدخل للمعلمين حتى يتسنى لهم القيام بواجبهم	OBJ
أدين بشدة تقديم كل صاحب رأي أو ناشط سياسي للمحاكمات العسكرية علي المجلس العسكري الالتزام بتعهده بعدم إحالة المدنيين لمحاكمات عسكرية	NEG
د عمار علي حسن,تحديات مسودة الدستور والانتخابات البرلمانية المقبلة #يوسف_الحسيني #…	OBJ
مش هنسالك وانتا واقف جنبى بتطلب القصاص وكلاب الداخلية ضربوك بالرصاص #جيكا	NEUTRAL
1 العنف مدان، ضد منشآت عامة أو خاصة، ضد مجمع محاكم أو أقسام للشرطة أو مقر إعلامي حزبي كإخوان أون لاين، من الأجهزة الأمنية أو من المتظاهرين	NEG
اللي ما يعرفش يقول عدس	OBJ
إلى زملائي المحامين الراغبين في الانضمام لمبادرة(سامعين صوتك)التى تهدف لدمج متحدي الاعاقه في المجتمع يسعدنا اشتراككم	POS
إآبني آلمستقبلي ^_^ تشرب #حشيش عآإدي = تصآإحب بنآإأإأت شغآل $$ = تضرب ابوكـ ومآالو :$ = = بس تطلع #زملكاوى هولع في أبوكــــــــــ -_-	NEUTRAL
هواجس العام الجديد - سادسنا كيف يرتقى الأداء المهنى لمجلس الشعب لمستوى توقعاتنا؟ - عمرو حمزاوي - بوابة الشروق	OBJ
ماشاء الله، لا قوّة إلا بالله مؤشر بورصة #قطر يسجل أعلى مستوى في تاريخه #سحب_السفراء_من_قطر	OBJ
هل هناك حضارة دون وجود المرأة؟ يجب أن نثق في قدرات المرأة فهي دائماً جزء من النجاح، من غير المرأة لن تكون هناك	POS
سابحث غدا مع رئيس تشاد موقف البلدين من #سد_النهضة الإثيوبي #	OBJ
من كتاب دعوة للتعايش للدكتور عمرو خالد: "إذا كان لدي دائرتي وفكري، ولديك دائرتك وفكرك ، وإذا ظللنا على بُعد ستبقى	OBJ
اللهم لا تحرمنا خير ما عندك بشر ما عندنا	OBJ
مؤتمر" المفكرين" في أبو ظبي :العالم يعيش ثورة العلم والتكنولوچيا والتواصل الإنساني ونحن نعيش حقبة الجهل والكذب وغياب القيم حزين عليك يا مصر	NEUTRAL
انا لو نفسي اخطط و ارتب و اصرف فلوس الدنيا عشان اشوه الاخوان مش حاعرف اخترع حد زي صفوت حجازي	NEG
تحالف بين #أنصار_بيت_المقدس و #الحرس_الثوري لتنفيذ عمليات "إرهابية" في مصر #مصر #الإخوان #المد_الشيعي #عمليات_إرهابية	NEG
#أسم_فيلم_بتحبه أسف على الإزعاج	POS
_ 0 مش عيب تكذب؟ عمري ما عملت ولا هعمل بلوك لحد لا تمدح نفسك	NEG
الضعف الانتخابي والجماهيري لا يقتصر على الأحزاب الجديدة ويطال بكل تأكيد قوى راسخة في المشهد السياسي إلا أن عقود سلطوية مبارك الطويلة أنهكتها	NEG
#مصر_القوية |11-حذرنا من خطر تحول سلطات الدولة لمجرد سند لسلطة عسكرية لا تفهم سياسة ولا تعي معنى الدولة ومهامها وحدودها خارج فكرة حمل السلاح	NEG
دعلاء الأسوانى : هل يحاسب الروائى على خياله ؟! اقرأ المقال كاملاً على الرابط التالى	OBJ
منذ عامين وحتى الآن كل ما قدمه أنصار تيارات الشعارات الإسلامية لمصر مجرد مشاريع خناقات مع العالم والكون وأبناء الوطن	NEG
دي نسخة أوضح من المعصرة على بوابة الشروق وبإذن الله بكره يوم أجازتي هانزل لكم مساءا مقتطفات منها زي الأسبوع اللي فات	OBJ
والله كنت مسافر وبعدين عيان وشكلي هاغيب فترة عشان فجأة صحي مشروع فيلم مهم كنت باحلم بيه من زمان ويبدو إنه هيتحققهاغطس شهرين كده	OBJ
#باسم_طلع_حرامى يا حرامي	NEG
أخبار #مصر #مبارك يظهر لأنصاره من شرفة غرفته أمام مستشفى #المعادى ويحييهم بالفيديو	OBJ
دورة تدريبية فى رمى الطوب بخصوص اتهام النيابة العامة لى بالتحريض على قتل المتظاهرين السلميين الساجدين ! أمام	OBJ
أن تفقد مالك فقد فقدت غالياً في حياتك و أن تفقد شرفك و أمانتك فقد فقدت أغلىما في حياتك لكن إذا فقدت الأمل فقد فقدت كل شيء في حياتك#سوريا	OBJ
#حاجات_بتفرح **	OBJ
#غرد_بصوره #تصوير #تصميمي #مطر #جونا_خقه أتمنى يعجبكم وهلون،،،😗	OBJ
دعمرو حمزاوي برنامج " أخر كلام " 11 إبريل 2012	OBJ
السلفي سعيد عبد العظيم قال أن مرسي آية من آيات الله ونسي أن الله تعالى أرسل إلى مصر أيام سيدنا موسى آيات منها الجراد والقمل والضفادع والدم	NEG
#بلاغ_لمباحث_الانترنت اللى يعرف المعلومات دى لتزم يكون مشارك فى العمليه	OBJ
مفيش نور يتقطع و محدش يقولي ده كلام احنا في دوله ماينفعش متقدرش توفر كهربتها #لو_بقيت_رئيس_جمهوريه	OBJ
لسان العرب بين الألسنة كزمن الربيع بين الأزمنة #اليوم_العالمي_للغة_العربية	POS
بورك لك في المولود أدعو الله ان يجمع شمل الأسرة في بيتهم الطيب و يجعل من خالد نعم الإبن لنعم الأبوين #	POS
في القطاع الحكومي وإعطاء حوافز للمشروعات الصغيرة والمتوسطة وتبني مشروع قومي للتعليم ومحو الأمية	OBJ
الكاتب الصحفي أنور الهواري ضيف #يوسف_الحسيني في #السادة_المحترمون	OBJ
#اكتب_عبارة_على_باب_قلبك ' فراق وجهك ضيق ومواجهك عيد والوقت قاسي والتقاليد قـــشرا"	NEUTRAL
وهاأنذا اجدد العرض مرة اخرى ولن اكل ولن امل وفى انتظار حملات تشويه اخرى انا لها باذن الله 8	OBJ
اكثر شعور يوجع ! ^#لما تجوع في بيت مو بيتكم ☺**	NEG
5 هاتلي اخوان أي حاجة مش تنوين ومش ضمير اخوان وبعدها كلمة مش هتلاقي غير لوط وشياطين!	NEG
​مرت سنتين و أكثر علي فراقهم و أنت أعدت فقط نصف حقهم إفرح لأنك أعدت البسمة لوجوه أهلهم ٢٥ #مذبحة_بورسعيد	OBJ
#تيتو_فيلانوفا ، اول سنة تدريب حقق ال100 نقطة ولم يتحدث عنها الكثير مورينيو زليون سنة تدريب ويُلقب بـ سبيشل ون حقق ال100 قالو…	OBJ
ميثاق الشرف الانتخابي وقع عليه معظم مرشحي الدائرة وهدفه البعد عن الدعاية السلبية وحملات التشهير و الدعاية الإيجابية للبرنامج والمرشح	OBJ
عايز تكون عضو في حمله المشير السيسي سهل جداًً ساعدنا اننا نعمل مليون شييييييييييييييييييييييييييير #سأنتخب_السيسي …	POS
#الشروق | المستشار #عبدالمجيد_محمود يعتزم تقديم استقالته خلال أيام #النائب_العام	OBJ
الماظة:لابد من معايرة العدادات وتوحيد التعريفة لكل القاطنين،التقديرات الجزافية ظلم ولابد أن تتوقف	NEG
هل يمكن ان نترك الثورة تنكسر خوفا من ان يستغل الاخوان النصر لصالحهم ام واجبنا ان ننصر الثورة ثم نحمي النصر من الاستغلال سؤال اوجهه للجميع	OBJ
من سنن التي تفعل في وضع التشهد وضع اليدين على الفخذين " اليمنى على اليمنى واليسرى على اليسرى مبسوطتي الأصابع مضمومتين " #نشر_سيرته #	OBJ
كلام الناس لا بيقدم ولا يأخر كلام الناس #عن #النيزك مش أكتر !	OBJ
هل هناك فرق بين الفاشية العسكرية والفاشية الدينية ؟! د علاء الأسواني يكتب : كيف نتحرر من الفاشية ؟! >>	OBJ
جمهورية مصر الطبيعية جمهورية ديمقراطية حقيقية جمهورية مدنية تحمي حقوق المواطنة و المساواة و العدل	POS
#سنن_قبل_النوم قبل نومك ضع يدك اليمنى تحت خدك الايمن وقل : [ اللهم قِـني عذابك يوم تبعث عبادك ] ثلاث مرات	OBJ
لا زيادة فى أسعار #البنزين و #الكهرباء والسلع الغذائية	OBJ
#شبشب_ابوصباع الشبشب كان مضبوط بس الصباع كان كبير شوية	OBJ
ملتقى الوسط الشهري- بلال فضل ضيفا 2/10 الساعة 8 فى ساقية الصاوي - قاعة الكلمة # _ _	OBJ
كنت اكره القراءه و حولني الى مهوسه بها حولت البيت الي #معرض_الكتاب ممتنه لك جدا استاذي	POS
دعاء الخروج من البيت: يقدم الرجل اليمنى: بسم الله توكلت على الله لا حول ولا قوه الا بالله #أدعية	OBJ
تابعواالأن #نقطة_لقاءمع #يوسف_الحسينى دمجدى عبد الحميد المنسق العام للجنة الشعبية المشاركة في إعداد الدستور …	OBJ
… … وَيَضْرِبُ الرَّبُّ مِصْرَ ضَارِبًا فَشَافِيًا :نبوءة خلاص مصر وسوريا وظهور المنتظر #محمد_محمود #الشرطة_المصرية	OBJ
عرض الاسبوع 40 ألف متابع #شوارعنا #فن_تتقنه_النساء #ذلك_الشخص #شي_ودك_تجربه #بوح #درر #عجبني #حلو #مكه [2036345]	OBJ
#اوعى_تنسى ( ) 1900 920007606 ▼▼▼▼	OBJ
#الثورة_العراقية :: هروب ضابط استخبارات الفوج الخامس في جهاز مكافحة الارهاب " المقدم حسين محجوب عبد الامير	OBJ
محدش عنده #ضحكة سلف	OBJ
#مصطفى_حسني أسًتُغّـفُر ٱللۂ عدُدُ حًبّٱتُ ٱلمطٌر أسًتُغّـفُر ٱللۂ عدُدُ ٱلرمل	OBJ
هل يحضر الرئيس المخلوع جلسة المحاكمة اليوم؟ شاركنا برأيك الليلة في آخر كلام عبر صفحتنا #	OBJ
‏ الأسواني:ماذا فعلوا الأخوان رداًعلى سحل فتاة وتعريتها وقتل العشرات من قبل العسكر الذين كانوا متحالفين معهم آنذاك؟>	NEG
المشير #السيسي يزور الكاتدرائية المرقسية ويهنئ الإخوة الأقباط بعيد القيامة المجيد …	OBJ
حرية التعبير لا تتضمن التحريض على العنف و الفتنة الطائفية بل هو خطاب كراهية	NEG
قصدي كان موجه لكذبك أني ما كنتش هناك	NEG
محبين البرنامج بيزيدوا :)	POS
مرسي فتح على نفسه فتوحة ضنك بذاته الرئاسية دي ده فيه ناس هيبقى كيفها الشتيمة بعد كده	NEG
تشيلسي سيدخل تدريب صباحي اليوم بتواجد هازارد و ايتو ولويز وراميريز بعد غيابهم بالامس ولم يتبين دخول تيري للتدريبات #تش…	OBJ
متى نرى تحليلا سوسيولوجيا متعمقا يليق بهذه الأغنية وتلخيصها لأحوالنا وطريقتنا الفريدة في المزج بين الحزن والعبث	OBJ
#فولورز_عفركوش_بيعملو_فولو_لبعض فولوووووووووووو = بااااااااااااااااااااااك	OBJ
لا أبدا أنا مسرور من كلامك	POS
#عاجل :: تأجيل #محاكمة_مرسي و14 آخرين في قضية "أحداث #الاتحادية" إلى جلسة 3 مايو المقبل #سوو	OBJ
#القاهرة حملة أمنية إستهدفت البؤر الإجرامية بدوائر أقسام شرطة " #مصر_القديمة ، #المعادى ، #دار_السلام") كمية من	OBJ
انا عايز اعرف هو ايه الجنيه ده #مصر_الليلة	OBJ
#حازم_عبد_العظيم وهو بيرد عليا على تويتر أيام حكم #مرسى ويقولى " الجيش يدخل ليحل وليس ليحكم" وحازم دلوقتى فى	OBJ
وقعنا على طلب لمحاسبة النائب مصطفى بكري على إهانة البرادعي كمواطن مصري داخل المجلس وإتهامه بالخبانة	OBJ
بكري قبل مايستقيل خد معاه الميكروفون البيتبكري متن خد غرضه من المجلس	NEG
#عمرو_سلامة : لما أعمل فيلم أخد موافقة مين؟	OBJ
علاء الأسواني يروى عن شباب الثورة: المصريين ما كانوش كفار قبل ما يحكمهم الإخوان >> المقال كاملاً >> …	OBJ
وكامل الاحترام لـ #عباس اللي مسك لسانه وما شتمش	POS
#اليوم_السابع | أستاذ بـ"حقوق #القاهرة": تشرفت بالتدريس للرئيس #عدلى_منصور	OBJ
#خلق_جميل نقول الحمد لله على كل حاجة لأن ربنا مش بيعمل حاجة وحشة أبدا	POS
سبع دروس مستفادة خرجنا بها من حلقة "دردشة تيوب" التي أذيعت الأحد الماضي عن اهتمامات الشباب العربي على الإنترنت	OBJ
مفيش #ولد مش بيـבـب #البنات ، بس فيــہ #رآجل اقتنع أن #وآבـده بس #مگفيآه #اعقل_مجنونه	OBJ
مؤتمر الدفاع عن الدستور، يوم الأحد 9 سبتمبر في الساعة 6 مساء، ساقية الصاوي، نرجو الحضور ونشر الدعوة	OBJ
سخرية القدر ان الاخوان بارهابهم حينجحوا #السيسي و الدولة بغباءها حتنجح #حمدين #مصر 6 #6ابريل	NEUTRAL
ويبقى دائما السؤال: لما إنت جامد قوي ومفترض إن المعارضين بيموتوا بغيظهم شاغل نفسك بيهم ليه ما بتستمتعش بحلاوة إنجازاتكالإجابة:لأنك فاشل	NEG
هدف #المصري في مرمى المنيا لايهاب المصري في الدقيقة 61 من #المباراة	OBJ
رصد | قرية الخياطة بمحافظة #دمياط تحتفل في الواحدة صباحا بخروج اثنين من #2011	OBJ
أكتر شيء يهمني معرفته هل ده مشروع إستقلال حقيقي ولا كارت مفاوضات في نفس التوكيل؟	NEUTRAL
#رصد| خاص | أولتراس جامعة #حلوان يجوب الجامعة قبل بدء فعالية مولد "سيدك #السيسي"	OBJ
5ج وأنعت الرئيس بعد الحشد المذهبي والطائفي برئيس التكفيريين المنتخب، يمتنع تشويه موقفي وتحويله بعبث إلى أي شيء غير رفض المذهبية والتكفير	NEG
سعد نبيهة	OBJ
طفل #زملكاوى عقب مباراة بتروجيت	OBJ
الهتافات تتصاعد فى المحلة ضد الإعلان الدستورى والرئيس مرسي	OBJ
الناس لازم تحس إن 30 يونيو جت عليهم بفايدة على المستوى الإقتصادي والاجتماعي#يوسف_الحسيني #نقطة_لقاء، # #مص #…	POS
إصابة سيدة فى مشاجرة بين "شيخ بلد ومساعد شرطة" بالأسلحة النارية بـ #بني_سويف #مصر التفاصيل على	OBJ
"_: خاف #النظام منه فضيع عينهكمل تحقيق حلمه فاعتقلوهخرج و كمل طريقه فقتلوه #باسم_محسن حكاية #ثورة	POS
#الكويت #السعوديه #البحرين #قطر #ا?مارات #عمان #العراق #مصر #تونس #الجزائر #المغرب #ا?ردن #السودان #لبنان 21	OBJ
اتقي ربنا فيا بزياده حس بيا لوزير #التربيه_والتعليم #ثانوية_عامة	OBJ
هامش للديمقراطية طيور الظلام وأصوات الديمقراطية فى صحف وحوليات التاريخ - عمرو حمزاوي - بوابة الشروق	OBJ
اللى عايز يساعد غزة محتاجين جراحين مخ وأعصاب،أوعية دموية،عظام السفر بمعرفة اتحاد الأطباءالعرب التواصل مع دهشام	OBJ
مقال دعمرو حمزاوي -جريدة الوطن -مبادرة للخروج من الأزمة	OBJ
د أبو الفتوح: الحكومة الإسرائيلية تطيل أمد الصراع مع الفلسطينيين لأنه لا يمكنهم الاستمرار و التماسك بدون هذا	NEG
شاهد - د جلال أمين ضيف آخر كلام في محاولة لشرح ما يحدث للمصريين الآن	OBJ
مع حفظ الألقاب، منى الطحاوي وسامح موريس وخالد حنفي ومحمد العدل وبسمة ونادر السيد ومصطفى سعيد في آخر كلام 11م	OBJ
النهارده ، في تحقيق استقصائي عبقري عن الفساد في البورصة في "المصري"للأسف هيتوه في زحمة الأحداث	POS
واخيرا بعد غياب 3 اسابيع يعود قطع النور من جديد #النور_قطع =	OBJ
إستمرار الحراك الطلابي بـ #جامعة_المنصورة #مفيش_عساكر_يحكمونا	NEG
#يوميات #انسان #سوري ؛ هذه #الصور اصبحت من ابجديات #الحياة في #سوريا ويبدوا ان #العالم اعتاد عليها والفها ! #حمص #حلب …	OBJ
قرية الهلال الأحمر بأسوانمرافق كاملة متكاملةمع إيقاف التشغيل #السادة_المحترمون	OBJ
نعتذر عن تأجيل الملتقي الشهري للوسط وكان مفترض استضافه المستشار البشري لظروف خاصه __	OBJ
7_ أكبر معوقة وخازوق أخذناه كان من الإخوان أنا شايف كده واليوم يجب أن نكمل المشوار دونهم	NEG
الراجل بتاع الامن بينف بمعدل نفتين كل ٧ دقايق فتحنا الشبابيك عشان السقعة راحت واشتكينا مراراً وتكراراً ليه عموم الشعب معفن #…	NEG
هذا هو حال جمهور الهلال وهو يناضر جمهور النصر يحتفل بالكاس #النصر_الهلال	OBJ
حظ العوالم ! :) #الاهلي_الافريقي	NEG
الأسماء المقدمة من وفد الأمهات هي لأشخاص كانوا في محيط الداخلية وهناك بالتأكيد تشابه في الأسماء هاني لوقا المقصود أخذ من حول الداخلية	OBJ
منهج الانقلاب قتل وقمع وسجن اى معارض اعلام فاسد وقضاء مسيس ارتفاع للاسعار واقتصاد ينهار عزلة دولية وشحاتة خليجية	NEG
الكلاب أوفياء رجاء عدم إهانتهم	POS
اسم الباشا إيه؟	OBJ
4 الشريعة وأحكامها كتبت بعد وفاة الرسول ولذلك غلط تربطها بشخصه مش خوف ولكن حرص على أن المعلومة تكون صح	NEUTRAL
أنظر إلي خريطة أفريقيا ستجدها مثلث له ٣ رؤوس هي مصر - المغرب و جنوب أفريقيا; هذه هي البوابات الثلاثة لأفريقيا أما	OBJ
بنت بتقلد مايكل جاكسون عل الطريقه المصرية " مسخررره " #حط_نيزك_في_فيلم #النيزك #3 #أعترا…	OBJ
1 3 قتلى وأكثر من 450 مصاب في محافظات مختلفة، هذه مقدمات كارثية لاقتتال أهلي حذرت منه دوما وينبغي رفضه ومواجهته، كل الدم ا…	NEG
التيار الشعبي المصري	OBJ
1 اصحي من النوم 2 افتح الملزمة اتنح 3 اقفلها ازهق 4 اقوم انام تاني -_- #ثانوية_…	OBJ
نفسي فيه و تفوو عليه ! #فيفي_عبده =))	NEG
مصطفى جلال كاتب علر جدار زنزانه امن الدوله للذكرى الخالده مصطفى جلال صيدلة المنصوره 2014 #عبث #الحريه_لطلاب_صيدله_المنصوره	OBJ
الرسالة رقم 23 من الجزء الاول لكتاب رسائل سجين سياسى الى حبيبته	OBJ
أعجبني فيديو على #صاحبة_السعادة | #إبراهيم_عيسى: الواقع	POS
73 الله يبارك فيك الحمدلله شدو الرحال من لندن الى ليفربول كانو واثقين خلفهم العظيم مورينهو #صيعري #صحافه #اعلام	POS
الان #محمد_عبد_العزيز عضو لجنة الخمسين و #مي_وهبة من مؤسسي حملة #تمرد ضيوف #يوسف_الحسيني في #السادة_المح…	OBJ
_ لا ده بيقوللك وسوري كمان وأعلى حاجة أن بيقوللك عبد البيادة وفي نفس الجملة بيهين الجيش	NEG
#عن احساسك كزملكاوى لما عمر جابر جاب الجول انهرده #زمالك	OBJ
الذين انتخبوا شفيق ليسوا بالضرورة فلول الفلول ببساطة هم كل من اشترك واستفاد من فساد مبارك لا يمكن للثورة ان تتحالف معهم لانها قامت ضدهم	NEG
مصر الانقلاب تطالب بمقعد دائم للدول العربية فى مجلس الامن بينما مصر والعرب فى أضعف حال مثل مريض يطالب اتحاد	NEG
8 :) كان حي الطبقة المتوسطة العليا في #مصر و ذهب اليه الكتاب و المثقفين المصريين بحثا عن مزيج نادر يتفق مع طبيعته	POS
شاهدوا الحلقة ٤ من برنامج عُمر - صانع حضارة هذه الحلقة لم تكن فقط عن هجرة عمر بن الخطاب، ولكن كان هناك أكثر من 10	OBJ
عمال مصر هم عماد الوطن، تكرار الإعتداء على العمال يؤكد ان دولة مبارك لم تسقط وان تغيرت الوجوه	NEG
مستشار قانوني ومحامي 0538755527 "خبراء في الأنظمة والمحاماة" #محاماة #مستشار #قانون #زواج #قضايا #محامي #الرياض #قضية #رقم #ريتويت ٨	OBJ
وصول مسيرة تضم عدد من نواب الشعب المنتخبين بينهم د عمرو حمزاوي لعمل فصل بين المتظاهرين والقوات بهدف حقن الدم و	OBJ
== #حب #سادي #زب_كبير #خليجي #عمة #ورعان_خليجي #الرياض #أسوان	OBJ
عرض الاسبوع 44 ألف متابع #أذكار_المساء #بصراحه_مليت_من #خد_موقف_من #علمتني_الحياة #الحياة_تحتاج_إلى_شيئين [918324]	OBJ
#يا_خراشي	OBJ
من ترك شيئًا لله عوضه الله خيرًا منه	OBJ
#مصر_القوية | #حدث_في_مثل_هذا_اليوم 28 أبريل 1989 الرئيس الفرنسي شارل ديغول يستقيل من منصبه ويعلن اعتزاله للعمل	OBJ
بيان كلية الحقوق جامعة الاسكندرية بشأن الاعلان الدستوري	OBJ
""" هات مقشتك معاك """ يبدأ فريق عمل "معاً نصنع بداية جديدةلمصر جديدة" مجموعة من حملات النظافة فى	OBJ
#كلمه_بتتقال_في_البيت_كل_يوم جيت ؟ لا هذا استنساخ مني انا ماجيت	OBJ
3 اولا عمري ماكنت محايد انا واحد ليا رأيي ثانيا احنا بنتكلم في احداث تاريخية ايه العلاقة	OBJ
المناضل #حمدين_صباحي سيظل يناضل ويناضل حتى يجد نفسه محكوما عليه بالإعدام بتهمة ممارسة النضال في مكان عام وبكرة تشوفوا	POS
مقال د علاء الأسواني: "هل نكرر خطأ السنهوري ؟!" ينشر غدا بجريدة المصري اليوم	OBJ
انها قضية كل انسان فى كل زمان و فى أى مكان , " الشكل و المضمون " , قضية الانسان فى كل العصور , قضية وجوده …	OBJ
#محمد_محسن فى الساقية يوم الخميس	OBJ
#أوباما يدين انتهاك #حقوق #المسلمين بـ #ميانمار #أمريكا #أراكان #خبر	OBJ
انصار الحرية والديمقراطية فى اوروبا وضعوا الشجاعة قبل اى شيئ اخر ناد ايطالي ينتظر موقف الانقلاب من عبد الظاهر	NEUTRAL
83 مصلحة الشعب فوق اي وسيلة	OBJ
معظم #الاخواآن مشاركوش ف الهشتاآج المسئ للسيسي وبكده يبقى #الاخوان باعونا مرتين مره ف #محمد_محمود ومره ف #هشتاج_هشتوج …	NEG
ربنا يبارك فيكم	POS
علاء الأسواني يكتب: حوار غاضب في المقر السري > > ينشر صباح غد الثلاثاء في جريدة المصري اليوم >> …	OBJ
#سكرتير_التحرير || المصري اليوم : #موافي و #عنان يؤسسان حزبيين لخوض الانتخابات البرطمانية اكيد دا خيار مخلل لردع	OBJ
ادعوا لنا بالتوفيق ان نحقق الحلم الذي كان يراودنا عن شكل البرنامج و حجمه،لن يكون مجرد برنامج لكن فكرة و هدف جديد ربنا يستر ٧ و الاخيرة	OBJ
___ ما فيش خالص فيه إخوانهم وضمائر اخرى ولكن مافيش اخوان بعدها اي شيء غير دول سورة ق وسورة الإسراء لو لقيت قوللي	OBJ
إستخدام المساجد في العمل السياسي ونشر العنف # #	NEG
اذا تم العفو عن مبارك ونظامه فهذه رسالة من الشعب الى الرئيس القادم تعالى اسرقنا واستبد بنا وذلنا كما كان مبارك	NEG
#المملكة #جدة #الرياض #الدمام #الخبر #ينبع #الشرقية #مكة #المدينة_المنورة #السعودية 7 #1فاضي #تبوك	OBJ
شاهد "جولة #السوري الحر بدرعا || جولة مع أمير الإقتحام #جبهة النصرة في تل الجابية بين الجثث والغنائم" على - …	OBJ
التعليم: إنشاء مدارس للتعليم الصناعي والتجاري في مدينة بدر وإنشاء ودعم مدارس ذوي الاحتياجات الخاصة وتأهيل المشرفين عليها	OBJ
صورة الشهيدة "رضا رمضان "42 سنة التي استشهدت برصاص قوات أمن الانقلاب #الفيوم #انتخبوا_العرص	NEG
شاهد - آخر كلام: سلاح المقاومة في غزة و تأثيراته #	OBJ
مهو لما الواحد يصتبح علي جدول #الامتحانات كدة مفروض بقيت اليوم هيبقي عامل ازاي -_-	NEG
عمرك شوفت إستفتاء على دستور يطيح بالمبادئ الدستورية (المساواة وتكافؤ الفرص) في قواعد مرحلة الإقتراع وإدارتها؟	NEG
#جبهة النصرة في نوى توزع اللحوم على المحتاجين فرحا بالإنتصارات التي تحققت #سوريا	OBJ
ابوالفتوح:ادهوا كل المصريين ان نترك الخلافات على مسائل سياسية ونتفرغ جميعا لبناء مصر	OBJ
#بيع_متابعين #زيادة_المتابعين #تابعني_اتابعك #السعودية #الهلال #النصر #الاتحاد #الأهلي #الأتفاق #الشباب [90930]	OBJ
73765287 لا أعتقد :)))	OBJ
وافق #وزير_الداخلية على صرف علاوة مكافحة الإرهاب لمنسوبي الجوازات من ضباط وأفراد بنسبة 25% من الراتب لأول مربوط #السعودية # #	OBJ
ايماننا يمحق تهديدهم وسنواصل نضالنا السلمى مع الشعب المصرى وشبابه الثائر لاستكمال ثورتنا والقصاص لدماء شهدائنا ووفاءا لروح الشهيد محمدالجندى	POS
تذكرنا النبيل مصطفى نبيل كاتبنا الكبير وهو حي يرزق ونتمنى أن يتذكره باحثو الإعلام بعد موتهرحمه الله	POS
وفي ألمانيا، مرر البرلمان في 2009 تشريعا يحظر المواقع	OBJ
لماذا يجب أن ترفض مسودة دستور إنصاص اللياليرؤية محترمة من عضو بحزب مصر القوية	OBJ
السلطة القضائية هي الوحيدة التي تملك الحق في	OBJ
مذاق قهوة وانا صاحي على صوت ناس بتصوت بسببك انت ومسلسل ابواب الخوف	OBJ
#هلا #مدريد #كرستيانو #رونالدو #7 _7	OBJ
#برشلونة #ريال_مدريد 646	OBJ
ما رأيكم في حلقة أمس مع عمرو الليثي ؟؟؟	OBJ
5 ألم أقل لكم إنها ممارسة فاضحة لازدواجية المعايير وتخوين المعارضين أملي أن لا تبتلع بعض قطاعات الرأي العام الطعم مجددا	NEG
ولمآ #ضحكة بنت تعلى أعرف أن ألوجع جوآهآ بيكبر !!!	OBJ
#اللهم بارك لنا في رجب و شعبان و بلغنا #رمضان لا فاقدين ولا مفقودين #اللهم آمين	OBJ
البوابة نيوز: وزيرة #الإعلام تصدر حركة ترقيات جديدة داخل قطاع المتخصصة: مصر #ماسبيرو	OBJ
القبض على القيادي الإخواني سعد الحسيني #السادة_المحترمون	OBJ
أفتح هالقلب على بالي أسكن جواه #كلمتين_وبس	OBJ
